seller_id,avg_review_score,review_count,total_orders
1f9ab4708f3056ede07124aad39a2554,4.09,78,78
a17f621c590ea0fab3d5d883e1630ec6,4.09,76,65
f262cbc1c910c83959f849465454ddd3,4.1,206,192
1b4c3a6f53068f0b6944d2d005c9fc89,4.1,116,113
4830e40640734fc1c52cd21127c341d4,4.1,218,210
d94a40fd42351c259927028d163af842,4.1,107,101
05f51e13da97139648b8125c31e5f51b,4.1,63,60
b2ba3715d723d245138f291a6fe42594,4.11,360,337
582d4f8675b945722eda7c0cb61ba4c7,4.11,71,59
d12c926d74ceff0a90a21184466ce161,4.11,99,78
3d871de0142ce09b7081e2b9d1733cb1,4.11,1135,1080
d91fb3b7d041e83b64a00a3edfb37e4f,4.11,532,535
ce7d1888639e6fb06b2749cbfdac1ff7,4.11,84,78
056b4ada5bbc2c50cc7842547dda6b51,4.12,65,65
7681ef142fd2c19048da7430856b5588,4.12,75,59
ebd2d60905fb58271facef5596b620d3,4.12,88,84
ececbfcff9804a2d6b40f589df8eef2b,4.12,104,98
db4350fd57ae30082dec7acbaacc17f9,4.12,145,137
dc317f341ab0e22f39acbd9dbf9b4a1f,4.12,58,55
951e8cef368f09bb3f3d03c00ca4702c,4.12,68,64
4869f7a5dfa277a7dca6462dcf3b52b2,4.12,1148,1132
7e1fb0a3ebfb01ffb3a7dae98bf3238d,4.13,172,159
7e3f87d16fb353f408d467e74fbd8014,4.13,94,92
5c243662ce92d84573bfaff24c3e3700,4.13,99,98
76d64c4aca3a7baf218bf93ef7fa768d,4.13,69,64
f3b80352b986ab4d1057a4b724be19d0,4.13,92,87
e067ad2c1c0b48758eb1b5228bcf7a68,4.13,61,54
669ae81880e08f269a64487cfb287169,4.14,185,162
17e34d8224d27a541263c4c64b11a56b,4.14,266,255
6a8b085f816a1f75f92dbac6eb545f8f,4.14,135,127
ceaec5548eefc6e23e6607c5435102e7,4.15,207,203
4e7c18b98d84e05cbae3ff0ff03846c2,4.15,88,82
b76dba6c951ab00dc4edf0a1aa88037e,4.15,167,159
8cbac7e12637ed9cffa18c7875207478,4.15,82,67
218d46b86c1881d022bce9c68a7d4b15,4.15,425,388
b499c00f28f4b7069ff6550af8c1348a,4.15,187,152
b33e7c55446eabf8fe1a42d037ac7d6d,4.15,155,152
fdb9095204a334cd8872252ffec6f2db,4.15,61,46
a416b6a846a11724393025641d4edd5e,4.16,181,162
de722cd6dad950a92b7d4f82673f8833,4.16,377,339
2e1c9f22be269ef4643f826c9e650a52,4.16,170,167
c9c7905cffc4ef9ff9f113554423e671,4.16,139,127
6860153b69cc696d5dcfe1cdaaafcf62,4.16,83,74
85d9eb9ddc5d00ca9336a2219c97bb13,4.17,519,509
5a8e7d5003a1f221f9e1d6e411de7c23,4.17,180,139
4d6d651bd7684af3fffabd5f08d12e5a,4.17,394,369
537eb890efff034a88679788b647c564,4.17,173,160
004c9cd9d87a3c30c522c48c4fc07416,4.17,167,158
1a3df491d1c4f1589fc2b934ada68bf2,4.17,178,167
d6b1ce66b035a475f00c017792ff9769,4.17,103,92
1c129092bf23f28a5930387c980c0dfc,4.17,219,201
e9779976487b77c6d4ac45f75ec7afe9,4.17,746,657
41b39e28db005d9731d9d485a83b4c38,4.18,231,195
efcd8d2104f1a05d028af7bad20d974b,4.18,51,47
128639473a139ac0f3e5f5ade55873a5,4.18,554,533
432c37c9dfba871172ec162e20118b8c,4.18,57,46
46dc3b2cc0980fb8ec44634e21d2718e,4.18,535,521
048c2757535328e0d7dac690ad3c0aae,4.18,50,51
900ba814c251a692506d7834c1218441,4.19,85,88
8d956fec2e4337affcb520f56fd8cbfd,4.19,228,211
624f4ece8da4aafb77699233d480f8ef,4.19,54,53
a1043bafd471dff536d0c462352beb48,4.19,767,718
cb3dd9ce66268c7a3ca7241ac70ab58c,4.19,52,50
70c27847eca8195c983ed7e798c56743,4.2,98,77
bd0389da23d89b726abf911cccc54596,4.2,90,87
e24fc9fcd865784fb25705606fe3dfe7,4.2,56,52
3db66a856d18a9cba7c9241fc5221c50,4.2,97,94
ce248b21cb2adc36282ede306b7660e5,4.2,66,65
dbb9b48c841a0e39e21f98e1a6b2ec3e,4.2,118,108
3078096983cf766a32a06257648502d1,4.2,64,59
8a432f4e5b471f8da497d7dc517666e2,4.2,104,95
17a053fcb14bd219540cbde0df490be0,4.2,147,125
d650b663c3b5f6fb392b6326366efa9a,4.2,60,60
f7ba60f8c3f99e7ee4042fdef03b70c4,4.2,230,219
7e93a43ef30c4f03f38b393420bc753a,4.21,339,336
620c87c171fb2a6dd6e8bb4dec959fc6,4.21,784,740
01cf7e3d21494c41fb86034f2e714fa1,4.21,66,61
05ff92fedb5be47920fea08e501238b9,4.21,62,59
59fb871bf6f4522a87ba567b42dafecf,4.21,127,126
0bae85eb84b9fb3bd773911e89288d54,4.21,146,137
0d85bbda9889ce1f7e63778d24f346eb,4.21,52,51
0db783cfcd3b73998abc6e10e59a102f,4.21,136,132
f7720c4fa8e3aba4546301ab80ea1f1b,4.21,78,60
b1a81260566c1bac3114a6d124413f27,4.22,54,51
530ec6109d11eaaf87999465c6afee01,4.22,104,97
7722b1df1b0e383e000397b2c11e3e19,4.22,144,134
f8db351d8c4c4c22c6835c19a46f01b0,4.22,720,667
8f119a0aee85c0c8fc534629734e94fd,4.22,83,77
259f7b5e6e482c230e5bfaa670b6bb8f,4.22,164,138
f0b47fbbc6dee9aafe415a6e33051b3f,4.23,86,68
8581055ce74af1daba164fdbd55a40de,4.23,434,387
dbc22125167c298ef99da25668e1011f,4.23,428,406
f5a590cf36251cf1162ea35bef76fe84,4.24,122,117
2a84855fd20af891be03bc5924d2b453,4.24,166,164
08633c14ef2db992c11f840f04fad4cd,4.24,97,74
562fc2f2c2863ab7e79a9e4388a58a14,4.24,268,260
7a67c85e85bb2ce8582c35f2203ad736,4.24,1162,1160
0ef83d7d83ed97cd2a0049ac8be5f88a,4.24,54,48
1838dd9b8977065acf51d95e0053ea7a,4.24,67,64
1554a68530182680ad5c8b042c3ab563,4.25,267,247
d50d79cb34e38265a8649c383dcffd48,4.25,69,70
e59aa562b9f8076dd550fcddf0e73491,4.25,84,70
30a2f535bb48308f991d0b9ad4a8c4bb,4.25,87,71
abcd2cb37d46c2c8fb1bf071c859fc5b,4.25,52,45
9616352088dcf83a7c06637f4ebf1c80,4.26,98,92
7dc8c42cc750eeafea6c85712ffee9bf,4.26,50,41
827f8f69dfa529c561901c4f2e0f332f,4.26,102,91
9646c3513289980f17226a2fc4720dbd,4.26,78,71
cb8bcce248bb1fb274ba762d8b971456,4.26,69,68
febab0275244b9a49a623f0bd613ca2f,4.26,129,109
640e21a7d01df7614a3b4923e990d40c,4.26,137,116
f84fa566034f5e8e880a07ec624c56af,4.27,101,91
91f848e9f4be368f4318775aac733370,4.27,71,63
81a1104df0f08b59c68aa5b03cfe398e,4.27,71,73
7d456afc660226829370f3173d14520c,4.27,91,56
de23c3b98a88888289c6f5cc1209054a,4.28,181,164
994f04b3718c2bab35c2adfa8afecd2a,4.28,57,49
ccc4bbb5f32a6ab2b7066a4130f114e3,4.28,191,187
1e8b33f18b4f7598d87f5cbee2282cc2,4.28,138,123
7008613ea464bad5cb9b83456e1e6a8f,4.28,155,127
ff063b022a9a0aab91bad2c9088760b7,4.28,95,94
bfd27a966d91cfaafdb25d076585f0da,4.28,116,117
9f505651f4a6abe901a56cdc21508025,4.28,426,397
750303a20e9c56b2a6bc45cdce0b897d,4.28,57,54
729f06993dac8e860d4f02d7088ca48a,4.29,114,96
850f4f8af5ea87287ac68de36e29107f,4.29,188,187
80e6699fe29150b372a0c8a1ebf7dcc8,4.29,99,98
6d803cb79cc31c41c4c789a75933b3c7,4.29,66,58
cab85505710c7cb9b720bceb52b01cee,4.29,208,206
d98eec89afa3380e14463da2aabaea72,4.3,182,168
c70c1b0d8ca86052f45a432a38b73958,4.3,335,261
282f23a9769b2690c5dda22e316f9941,4.3,110,99
f680f85bee2d253556ac91be391d2c82,4.3,54,45
0df3984f9dfb3d49ac6366acbd3bbb85,4.3,89,87
670c26e0f1bf8d0576271d5cfaec6d2b,4.31,87,78
1eade46fba20122dc4aefb379f8c636b,4.31,75,58
0241d4d5d36f10f80c644447315af0bd,4.31,245,238
00ee68308b45bc5e2660cd833c3f81cc,4.33,171,135
8c16d1f32a54d92897cc437244442e1b,4.33,116,108
94144541854e298c2d976cb893b81343,4.33,75,68
0ea22c1cfbdc755f86b9b54b39c16043,4.33,265,237
e0a366315b1b726b6c7832d664c0f530,4.33,51,43
37be5a7c751166fbc5f8ccba4119e043,4.33,277,272
ef0ace09169ac090589d85746e3e036f,4.34,140,129
17f51e7198701186712e53a39c564617,4.34,61,56
54a1852d1b8f10312c55e906355666ee,4.34,203,200
8bb48dc19fccaa8613b6229bf7f452a2,4.34,95,82
fa1c13f2614d7b5c4749cbc52fecda94,4.34,582,585
b561927807645834b59ef0d16ba55a24,4.34,95,85
7b07b3c7487f0ea825fc6df75abd658b,4.34,98,93
20d83f3ef0e6925fd74bfd59170babf7,4.35,54,40
4b9750c8ad28220fe6702d4ecb7c898f,4.35,222,218
01fdefa7697d26ad920e9e0346d4bd1b,4.35,130,129
8a130737016f838139d31878787a39c9,4.35,62,56
42b729f859728f5079499127a9c2ef37,4.35,130,104
70eea00b476a314817cefde4aad4f89a,4.35,112,108
33a6f4b1e7cdc205511e76ba1b6e0186,4.36,126,105
fd386aa7bed2af3c7035c65506c9b4a3,4.36,76,69
2dee2ce60de9709b1a24083217181a1f,4.36,55,54
87142160b41353c4e5fca2360caf6f92,4.36,338,305
fe2032dab1a61af8794248c8196565c9,4.38,302,294
520b493b57809f446cb0a233bb3e25c7,4.38,73,63
aafe36600ce604f205b86b5084d3d767,4.38,131,129
dee656f0f566ed1aa85bd137c943f08f,4.38,94,93
6edacfd9f9074789dad6d62ba7950b9c,4.38,218,208
25e6ffe976bd75618accfe16cefcbd0d,4.38,117,108
2b3e4a2a3ea8e01938cabda2a3e5cc79,4.39,54,52
6c7d50c24b3ccd2fd83b44d8bb34e073,4.39,127,114
e333046ce6517bd8bb510291d44f0130,4.39,74,68
a3a38f4affed601eb87a97788c949667,4.39,260,254
fc906263ca5083d09dce42fe02247800,4.39,119,114
9d5a9018aee56acb367ba9c3f05d1d6a,4.41,79,67
b372ee768ed69e46ca8cdbd267aa7a38,4.41,69,63
c6bda72e4dbf5c5866b13cb1810c6d03,4.41,59,59
058fd0aa2bfdb2274e05e1ae971dabb6,4.41,64,61
4371b634e0efc0e22b09b52907d9d469,4.41,111,102
ba143b05f0110f0dc71ad71b4466ce92,4.42,85,85
7299e27ed73d2ad986de7f7c77d919fa,4.42,361,338
c003204e1ab016dfa150abc119207b24,4.42,201,197
3504c0cb71d7fa48d967e0e4c94d59d9,4.42,53,53
edb1ef5e36e0c8cd84eb3c9b003e486d,4.43,175,166
eeb6de78f79159600292e314a77cbd18,4.43,84,83
612170e34b97004b3ba37eae81836b4c,4.43,110,107
5f1dc28029d2c244352a68107ec2b542,4.43,77,62
643214e62b870443ccbe55ab29a4dccf,4.43,68,66
cce6ab8d1682639fe45ab70234f1665f,4.44,66,63
4da0e408c99d2fdc2126dc9fce518060,4.44,54,44
fa40cc5b934574b62717c68f3d678b6d,4.44,338,307
d57e18d5f73c7ccb7f7339b61166898d,4.44,63,61
5cf13accae3222c70a9cac40818ae839,4.44,155,149
dbd66278cbfe1aa1000f90a217ca4695,4.45,99,85
aced59e9b31ef866a94f9e7f29d8d418,4.45,67,61
57e632711dec9ec14ca7546769483e7e,4.45,65,62
66922902710d126a0e7d26b0e3805106,4.45,155,151
6cd68b3ed6d59aaa9fece558ad360c0a,4.45,157,149
c3cfdc648177fdbbbb35635a37472c53,4.45,306,278
8ae520247981aa06bc94abddf5f46d34,4.45,65,65
aba1721a889e04decc910aa13b768ef4,4.46,92,83
715bbd5ba4e6b74cb0d2f29eb45058b0,4.47,64,62
527801b552d0077ffd170872eb49683b,4.48,91,90
0432ead42b6c8a0bdf68154add917fdf,4.48,90,85
080102cd0a76b09e0dcf55fcacc60e05,4.49,130,124
0509040ea3fe50071181bbc359eb7738,4.5,96,89
9b00ed88b7fdb95d6ff76e27c1b52d16,4.51,51,47
729b2d09b2a0bdab221076327f13d050,4.52,61,49
9d4db00d65d7760644ac0c14edb5fd86,4.52,99,98
6df688df543f90e9b38f4319e75a9d88,4.52,56,40
a5cba26a62b8b4d0145b68b841e62e7f,4.53,55,54
9de4643a8dbde634fe55621059d92273,4.53,81,72
709e16e2b25c7474d980076c6bfc4806,4.53,80,60
b6d44737c043328708f6749c2dbe50bd,4.53,80,62
12b9676b00f60f3b700e83af21824c0e,4.54,134,135
2ff97219cb8622eaf3cd89b7d9c09824,4.54,96,89
725c32fa80c2faacc4fc88450d27314e,4.54,91,89
834f3294fba9f932f56edc879193f925,4.55,66,66
744dac408745240a2c2528fb1b6028f3,4.55,84,79
516e7738bd8f735ac19a010ee5450d8d,4.55,84,76
d921b68bf747894be13a97ae52b0f386,4.56,77,77
d9a84e1403de8da0c3aa531d6d108ba6,4.56,59,54
ac3508719a1d8f5b7614b798f70af136,4.57,102,103
c864036feaab8c1659f65ea4faebe1da,4.57,58,58
1bb2bdb95f4841f1bba2c0d2cd83d3c9,4.58,84,81
289cdb325fb7e7f891c38608bf9e0962,4.58,126,110
e882b2a25a10b9c057cc49695f222c19,4.59,58,57
5b925e1d006e9476d738aa200751b73b,4.6,63,63
116ccb1a1604bc88e4d234a8c23f33de,4.6,73,61
080199a181c46c657dc5aa235411be3b,4.61,82,79
376a891762bbdecbc02b4b6adec3fdda,4.67,58,57
d566c37fa119d5e66c4e9052e83ee4ea,4.72,71,65
83e197e95a1bbabc8c75e883ed016c47,4.75,55,47
d13e50eaa47b4cbe9eb81465865d8cfc,4.81,69,67
