seller_id,late_count,late_rate,avg_delay,total_orders_x,avg_review_score,review_count,total_orders_y,combined_problem_score
1b4c3a6f53068f0b6944d2d005c9fc89,5,4.3478260869565215,-12.15,111,4.1,116,113,1.1173913043478265
e59aa562b9f8076dd550fcddf0e73491,6,7.317073170731707,-11.65,69,4.25,84,70,1.1158536585365852
729f06993dac8e860d4f02d7088ca48a,9,7.964601769911504,-10.47,94,4.29,114,96,1.1082300884955751
9674754b5a0cb32b638cec001178f799,2,2.1052631578947367,-10.4,84,4.0,97,86,1.1052631578947367
06e5eefc71ec47ae763c5c6f8db7064f,0,0.0,-16.16,90,3.9,93,92,1.1
f5a590cf36251cf1162ea35bef76fe84,8,6.779661016949152,-10.35,113,4.24,122,117,1.0989830508474574
46dc3b2cc0980fb8ec44634e21d2718e,29,5.544933078393881,-11.48,503,4.18,535,521,1.0972466539196943
8cbac7e12637ed9cffa18c7875207478,4,4.938271604938271,-13.37,66,4.15,82,67,1.0969135802469132
8d956fec2e4337affcb520f56fd8cbfd,13,5.726872246696035,-10.01,210,4.19,228,211,1.0963436123348014
bd23da7354813347129d751591d1a6e2,2,2.2988505747126435,-9.5,86,4.02,89,89,1.0949425287356327
ceaec5548eefc6e23e6607c5435102e7,10,4.854368932038835,-14.53,198,4.15,207,203,1.0927184466019413
db4350fd57ae30082dec7acbaacc17f9,6,4.137931034482759,-14.87,136,4.12,145,137,1.0868965517241378
86ccac0b835037332a596a33b6949ee1,4,1.9230769230769231,-14.19,178,4.01,209,180,1.0861538461538465
aaed1309374718fdd995ee4c58c9dfcd,3,2.7027027027027026,-16.62,104,4.05,112,105,1.0851351351351353
b92e3c8f9738272ff7c59e111e108d7c,2,2.857142857142857,-42.21,62,4.06,70,62,1.0828571428571432
d91fb3b7d041e83b64a00a3edfb37e4f,20,3.8095238095238098,-12.0,524,4.11,532,535,1.0804761904761901
b4ffb71f0cb1b1c3d63fad021ecf93e1,4,2.4390243902439024,-14.3,143,4.05,165,144,1.0719512195121954
17a053fcb14bd219540cbde0df490be0,8,5.405405405405405,-9.42,124,4.2,147,125,1.07027027027027
59fb871bf6f4522a87ba567b42dafecf,7,5.6000000000000005,-14.03,123,4.21,127,126,1.07
53243585a1d6dc2643021fd1853d8905,12,3.0,-10.88,348,4.08,408,358,1.0699999999999998
17f51e7198701186712e53a39c564617,5,8.19672131147541,-11.59,56,4.34,61,56,1.0698360655737706
d650b663c3b5f6fb392b6326366efa9a,3,5.263157894736842,-10.89,57,4.2,60,60,1.0631578947368419
de23c3b98a88888289c6f5cc1209054a,12,6.741573033707865,-9.89,161,4.28,181,164,1.057078651685393
ebd2d60905fb58271facef5596b620d3,3,3.5294117647058822,-10.58,82,4.12,88,84,1.056470588235294
a1043bafd471dff536d0c462352beb48,37,4.920212765957447,-11.8,702,4.19,767,718,1.056010638297872
5a8e7d5003a1f221f9e1d6e411de7c23,8,4.4692737430167595,-11.78,137,4.17,180,139,1.053463687150838
6c177e38df6d3f34182b1f1d427231bf,1,1.8518518518518516,-14.07,53,4.04,56,55,1.0525925925925925
1554a68530182680ad5c8b042c3ab563,16,5.992509363295881,-13.09,246,4.25,267,247,1.049625468164794
669ae81880e08f269a64487cfb287169,7,3.783783783783784,-13.64,161,4.14,185,162,1.0491891891891896
dfa0c4c6229ab200a4a1336b4d7128ff,1,1.1627906976744187,-14.76,77,4.01,86,77,1.0481395348837212
fe2032dab1a61af8794248c8196565c9,26,8.524590163934425,-10.39,293,4.38,302,294,1.0462295081967214
41b39e28db005d9731d9d485a83b4c38,10,4.484304932735426,-17.75,187,4.18,231,195,1.0442152466367716
d94a40fd42351c259927028d163af842,3,2.7522935779816518,-13.48,100,4.1,107,101,1.037614678899083
ccc4bbb5f32a6ab2b7066a4130f114e3,12,6.349206349206349,-16.18,184,4.28,191,187,1.0374603174603172
128639473a139ac0f3e5f5ade55873a5,24,4.332129963898916,-11.55,527,4.18,554,533,1.036606498194946
1c129092bf23f28a5930387c980c0dfc,9,4.10958904109589,-9.56,200,4.17,219,201,1.0354794520547945
f8db351d8c4c4c22c6835c19a46f01b0,36,5.042016806722689,-11.03,659,4.22,720,667,1.0321008403361347
54a1852d1b8f10312c55e906355666ee,15,7.425742574257425,-10.19,198,4.34,203,200,1.0312871287128713
17ca9b9e9b9ef8fdb529001b49ebb50f,1,0.78125,-13.36,115,4.01,129,116,1.0290625000000002
827f8f69dfa529c561901c4f2e0f332f,6,5.769230769230769,-10.35,91,4.26,102,91,1.0284615384615385
8f119a0aee85c0c8fc534629734e94fd,4,4.938271604938271,-10.1,75,4.22,83,77,1.0269135802469138
7e93a43ef30c4f03f38b393420bc753a,15,4.658385093167702,-11.49,319,4.21,339,336,1.0229192546583852
4d6d651bd7684af3fffabd5f08d12e5a,15,3.8560411311053984,-12.32,363,4.17,394,369,1.02280205655527
01cf7e3d21494c41fb86034f2e714fa1,3,4.615384615384616,-14.51,59,4.21,66,61,1.0207692307692309
4e7c18b98d84e05cbae3ff0ff03846c2,3,3.4090909090909087,-12.49,81,4.15,88,82,1.020454545454545
fa1a9dec3a9940c072684a46728bf1fc,0,0.0,-14.33,55,3.98,59,55,1.02
7a67c85e85bb2ce8582c35f2203ad736,60,5.194805194805195,-11.16,1145,4.24,1162,1160,1.0197402597402596
ef0ace09169ac090589d85746e3e036f,10,7.194244604316546,-10.98,128,4.34,140,129,1.0197122302158275
08633c14ef2db992c11f840f04fad4cd,5,5.154639175257731,-11.13,74,4.24,97,74,1.0177319587628864
76d64c4aca3a7baf218bf93ef7fa768d,2,2.898550724637681,-14.78,64,4.13,69,64,1.0149275362318841
6d803cb79cc31c41c4c789a75933b3c7,4,6.0606060606060606,-13.4,58,4.29,66,58,1.013030303030303
dbb9b48c841a0e39e21f98e1a6b2ec3e,5,4.23728813559322,-11.16,108,4.2,118,108,1.0118644067796607
e26901d5ab434ce92fd9b5c256820a4e,3,1.3953488372093024,-12.94,197,4.06,221,202,1.0097674418604654
527801b552d0077ffd170872eb49683b,9,9.782608695652174,-10.68,90,4.48,91,90,1.0091304347826082
1a3df491d1c4f1589fc2b934ada68bf2,6,3.508771929824561,-12.31,160,4.17,178,167,1.0054385964912282
537eb890efff034a88679788b647c564,6,3.508771929824561,-11.74,158,4.17,173,160,1.0054385964912282
1b8356dabde1d35e17cef975c3f82730,1,1.6666666666666667,-13.62,55,4.08,61,56,1.0033333333333332
b76dba6c951ab00dc4edf0a1aa88037e,5,2.9940119760479043,-16.15,157,4.15,167,159,0.9997005988023948
de722cd6dad950a92b7d4f82673f8833,12,3.183023872679045,-15.42,337,4.16,377,339,0.9991511936339521
00ee68308b45bc5e2660cd833c3f81cc,11,6.395348837209303,-10.15,135,4.33,171,135,0.9897674418604651
058fd0aa2bfdb2274e05e1ae971dabb6,5,7.936507936507936,-11.12,60,4.41,64,61,0.9868253968253966
f7720c4fa8e3aba4546301ab80ea1f1b,3,3.896103896103896,-14.02,59,4.21,78,60,0.9848051948051948
bfd27a966d91cfaafdb25d076585f0da,6,5.217391304347826,-14.83,114,4.28,116,117,0.9808695652173911
8a130737016f838139d31878787a39c9,4,6.451612903225806,-10.0,56,4.35,62,56,0.9725806451612906
0db783cfcd3b73998abc6e10e59a102f,5,3.64963503649635,-12.42,132,4.21,136,132,0.9724817518248176
d50d79cb34e38265a8649c383dcffd48,3,4.285714285714286,-12.65,70,4.25,69,70,0.9642857142857143
3078096983cf766a32a06257648502d1,2,3.278688524590164,-11.65,56,4.2,64,59,0.963934426229508
70eea00b476a314817cefde4aad4f89a,7,6.25,-11.54,106,4.35,112,108,0.9625000000000004
582d4f8675b945722eda7c0cb61ba4c7,1,1.4084507042253522,-13.34,59,4.11,71,59,0.9604225352112673
05ff92fedb5be47920fea08e501238b9,2,3.3333333333333335,-17.19,57,4.21,62,59,0.9566666666666668
7d456afc660226829370f3173d14520c,4,4.49438202247191,-11.93,55,4.27,91,56,0.9547191011235959
c70c1b0d8ca86052f45a432a38b73958,17,5.059523809523809,-8.4,260,4.3,335,261,0.9529761904761906
cc63f0dd2acba93ffed4fe9f8e0321fa,0,0.0,-11.6,55,4.05,63,55,0.9500000000000002
850f4f8af5ea87287ac68de36e29107f,9,4.712041884816754,-14.09,186,4.29,188,187,0.9456020942408376
4b9750c8ad28220fe6702d4ecb7c898f,13,5.88235294117647,-8.68,217,4.35,222,218,0.9441176470588238
d12c926d74ceff0a90a21184466ce161,1,1.0309278350515463,-13.64,76,4.11,99,78,0.941546391752577
81a1104df0f08b59c68aa5b03cfe398e,3,4.166666666666666,-13.04,72,4.27,71,73,0.9383333333333337
85d9eb9ddc5d00ca9336a2219c97bb13,11,2.1484375,-15.03,499,4.17,519,509,0.9374218750000001
640e21a7d01df7614a3b4923e990d40c,5,3.6764705882352944,-9.58,115,4.26,137,116,0.9238235294117649
670c26e0f1bf8d0576271d5cfaec6d2b,4,4.651162790697675,-13.01,77,4.31,87,78,0.9225581395348841
30a2f535bb48308f991d0b9ad4a8c4bb,3,3.4482758620689653,-12.2,71,4.25,87,71,0.9224137931034483
715bbd5ba4e6b74cb0d2f29eb45058b0,5,7.8125,-12.85,62,4.47,64,62,0.9206250000000002
5c243662ce92d84573bfaff24c3e3700,1,1.0,-13.1,98,4.13,99,98,0.9200000000000002
01fdefa7697d26ad920e9e0346d4bd1b,7,5.384615384615385,-12.99,128,4.35,130,129,0.9192307692307696
7722b1df1b0e383e000397b2c11e3e19,4,2.7777777777777777,-11.54,133,4.22,144,134,0.9188888888888891
7008613ea464bad5cb9b83456e1e6a8f,6,3.9473684210526314,-13.49,123,4.28,155,127,0.9173684210526314
edb1ef5e36e0c8cd84eb3c9b003e486d,12,6.896551724137931,-12.84,165,4.43,175,166,0.9148275862068969
1838dd9b8977065acf51d95e0053ea7a,2,3.076923076923077,-10.37,62,4.24,67,64,0.9138461538461536
0241d4d5d36f10f80c644447315af0bd,11,4.471544715447155,-12.31,238,4.31,245,238,0.9135772357723582
562fc2f2c2863ab7e79a9e4388a58a14,8,3.018867924528302,-12.5,255,4.24,268,260,0.9109433962264148
9f505651f4a6abe901a56cdc21508025,16,3.755868544600939,-10.33,393,4.28,426,397,0.9077934272300467
4371b634e0efc0e22b09b52907d9d469,7,6.306306306306306,-10.08,101,4.41,111,102,0.9053153153153152
66922902710d126a0e7d26b0e3805106,11,7.096774193548387,-9.55,150,4.45,155,151,0.9048387096774192
febab0275244b9a49a623f0bd613ca2f,4,3.1746031746031744,-11.07,106,4.26,129,109,0.8987301587301589
750303a20e9c56b2a6bc45cdce0b897d,2,3.571428571428571,-11.76,53,4.28,57,54,0.8985714285714284
8a432f4e5b471f8da497d7dc517666e2,2,1.8867924528301887,-11.73,95,4.2,104,95,0.8943396226415092
dbc22125167c298ef99da25668e1011f,10,2.3980815347721824,-13.17,394,4.23,428,406,0.8899040767386087
2a84855fd20af891be03bc5924d2b453,4,2.515723270440252,-11.8,155,4.24,166,164,0.8857861635220123
282f23a9769b2690c5dda22e316f9941,4,3.669724770642202,-11.39,98,4.3,110,99,0.8834862385321103
ff063b022a9a0aab91bad2c9088760b7,3,3.125,-11.32,94,4.28,95,94,0.8762499999999998
f3b80352b986ab4d1057a4b724be19d0,0,0.0,-12.26,86,4.13,92,87,0.8700000000000001
7b07b3c7487f0ea825fc6df75abd658b,4,4.166666666666666,-10.35,91,4.34,98,93,0.8683333333333334
94144541854e298c2d976cb893b81343,3,3.9473684210526314,-14.39,68,4.33,75,68,0.8673684210526316
aba1721a889e04decc910aa13b768ef4,6,6.521739130434782,-10.94,83,4.46,92,83,0.8660869565217392
1e8b33f18b4f7598d87f5cbee2282cc2,4,2.877697841726619,-10.26,122,4.28,138,123,0.8638848920863307
80e6699fe29150b372a0c8a1ebf7dcc8,3,3.061224489795918,-15.55,96,4.29,99,98,0.8630612244897959
87142160b41353c4e5fca2360caf6f92,14,4.129793510324483,-14.29,305,4.36,338,305,0.8464896755162239
259f7b5e6e482c230e5bfaa670b6bb8f,2,1.2345679012345678,-13.05,136,4.22,164,138,0.8417283950617287
dee656f0f566ed1aa85bd137c943f08f,4,4.25531914893617,-13.46,92,4.38,94,93,0.8327659574468086
c003204e1ab016dfa150abc119207b24,10,5.0,-10.89,195,4.42,201,197,0.8300000000000001
530ec6109d11eaaf87999465c6afee01,1,0.9900990099009901,-16.49,94,4.22,104,97,0.8295049504950498
6edacfd9f9074789dad6d62ba7950b9c,9,4.166666666666666,-10.98,205,4.38,218,208,0.8283333333333334
0bae85eb84b9fb3bd773911e89288d54,1,0.6896551724137931,-14.55,136,4.21,146,137,0.8244827586206896
2dee2ce60de9709b1a24083217181a1f,2,3.6363636363636362,-16.38,54,4.36,55,54,0.8218181818181816
a3a38f4affed601eb87a97788c949667,11,4.230769230769231,-14.01,251,4.39,260,254,0.8215384615384619
cb8bcce248bb1fb274ba762d8b971456,1,1.4925373134328357,-11.31,66,4.26,69,68,0.814626865671642
e333046ce6517bd8bb510291d44f0130,3,4.054054054054054,-12.87,68,4.39,74,68,0.8127027027027031
fa40cc5b934574b62717c68f3d678b6d,17,5.044510385756676,-10.69,304,4.44,338,307,0.8122255192878334
aafe36600ce604f205b86b5084d3d767,5,3.816793893129771,-12.46,129,4.38,131,129,0.8108396946564886
d98eec89afa3380e14463da2aabaea72,4,2.185792349726776,-17.99,168,4.3,182,168,0.809289617486339
cab85505710c7cb9b720bceb52b01cee,4,1.9607843137254901,-15.07,201,4.29,208,206,0.8080392156862745
91f848e9f4be368f4318775aac733370,1,1.4285714285714286,-10.85,60,4.27,71,63,0.8014285714285718
37be5a7c751166fbc5f8ccba4119e043,7,2.5179856115107913,-12.85,269,4.33,277,272,0.7958992805755395
7299e27ed73d2ad986de7f7c77d919fa,15,4.189944134078212,-11.95,335,4.42,361,338,0.7894972067039107
b1a81260566c1bac3114a6d124413f27,0,0.0,-16.08,51,4.22,54,51,0.7800000000000002
8bb48dc19fccaa8613b6229bf7f452a2,2,2.1052631578947367,-12.79,82,4.34,95,82,0.765263157894737
c6bda72e4dbf5c5866b13cb1810c6d03,2,3.389830508474576,-11.56,59,4.41,59,59,0.7594915254237287
0df3984f9dfb3d49ac6366acbd3bbb85,1,1.1363636363636365,-14.13,86,4.3,89,87,0.7568181818181821
8c16d1f32a54d92897cc437244442e1b,2,1.694915254237288,-14.2,108,4.33,116,108,0.7547457627118643
834f3294fba9f932f56edc879193f925,4,6.0606060606060606,-8.8,66,4.55,66,66,0.7530303030303032
dbd66278cbfe1aa1000f90a217ca4695,4,4.040404040404041,-11.85,85,4.45,99,85,0.7520202020202018
eeb6de78f79159600292e314a77cbd18,3,3.614457831325301,-16.23,82,4.43,84,83,0.7507228915662654
25e6ffe976bd75618accfe16cefcbd0d,3,2.608695652173913,-13.86,106,4.38,117,108,0.7504347826086958
9616352088dcf83a7c06637f4ebf1c80,0,0.0,-14.65,91,4.26,98,92,0.7400000000000002
b6d44737c043328708f6749c2dbe50bd,4,5.063291139240507,-13.66,61,4.53,80,62,0.7231645569620251
1bb2bdb95f4841f1bba2c0d2cd83d3c9,5,6.024096385542169,-12.56,79,4.58,84,81,0.7212048192771083
33a6f4b1e7cdc205511e76ba1b6e0186,2,1.5873015873015872,-12.98,105,4.36,126,105,0.719365079365079
5b925e1d006e9476d738aa200751b73b,4,6.349206349206349,-10.51,63,4.6,63,63,0.7174603174603178
cce6ab8d1682639fe45ab70234f1665f,2,3.125,-13.11,61,4.44,66,63,0.7162499999999996
0509040ea3fe50071181bbc359eb7738,4,4.166666666666666,-10.06,87,4.5,96,89,0.7083333333333333
0ea22c1cfbdc755f86b9b54b39c16043,2,0.7547169811320755,-16.1,234,4.33,265,237,0.7077358490566037
080102cd0a76b09e0dcf55fcacc60e05,5,3.90625,-11.13,122,4.49,130,124,0.7053124999999998
aced59e9b31ef866a94f9e7f29d8d418,2,2.9850746268656714,-10.63,61,4.45,67,61,0.6992537313432834
d9a84e1403de8da0c3aa531d6d108ba6,3,5.172413793103448,-9.24,53,4.56,59,54,0.6986206896551728
5f1dc28029d2c244352a68107ec2b542,2,2.564102564102564,-15.26,62,4.43,77,62,0.6982051282051285
6c7d50c24b3ccd2fd83b44d8bb34e073,2,1.5873015873015872,-11.19,112,4.39,127,114,0.6893650793650796
520b493b57809f446cb0a233bb3e25c7,1,1.36986301369863,-11.37,63,4.38,73,63,0.6884931506849317
9d4db00d65d7760644ac0c14edb5fd86,4,4.040404040404041,-11.0,97,4.52,99,98,0.6820202020202024
5cf13accae3222c70a9cac40818ae839,3,1.935483870967742,-13.77,148,4.44,155,149,0.6567741935483867
9de4643a8dbde634fe55621059d92273,3,3.7037037037037033,-10.92,72,4.53,81,72,0.6551851851851849
9d5a9018aee56acb367ba9c3f05d1d6a,1,1.282051282051282,-13.5,66,4.41,79,67,0.654102564102564
0432ead42b6c8a0bdf68154add917fdf,2,2.2988505747126435,-12.77,82,4.48,90,85,0.6349425287356317
d13e50eaa47b4cbe9eb81465865d8cfc,6,8.823529411764707,-4.16,66,4.81,69,67,0.6311764705882357
2ff97219cb8622eaf3cd89b7d9c09824,3,3.1914893617021276,-8.65,87,4.54,96,89,0.6195744680851063
612170e34b97004b3ba37eae81836b4c,1,0.9090909090909091,-17.68,107,4.43,110,107,0.6154545454545457
c3cfdc648177fdbbbb35635a37472c53,4,1.3029315960912053,-15.63,278,4.45,306,278,0.6151465798045601
6cd68b3ed6d59aaa9fece558ad360c0a,2,1.2738853503184715,-13.64,149,4.45,157,149,0.6136942675159234
2b3e4a2a3ea8e01938cabda2a3e5cc79,0,0.0,-11.26,52,4.39,54,52,0.6100000000000003
fc906263ca5083d09dce42fe02247800,0,0.0,-14.13,112,4.39,119,114,0.6100000000000003
c864036feaab8c1659f65ea4faebe1da,2,3.4482758620689653,-12.65,58,4.57,58,58,0.602413793103448
709e16e2b25c7474d980076c6bfc4806,2,2.5,-12.56,60,4.53,80,60,0.5949999999999998
b372ee768ed69e46ca8cdbd267aa7a38,0,0.0,-18.64,63,4.41,69,63,0.5899999999999999
3504c0cb71d7fa48d967e0e4c94d59d9,0,0.0,-10.04,53,4.42,53,53,0.5800000000000001
516e7738bd8f735ac19a010ee5450d8d,2,2.4390243902439024,-17.87,74,4.55,84,76,0.5719512195121953
a5cba26a62b8b4d0145b68b841e62e7f,1,1.8518518518518516,-14.08,53,4.53,55,54,0.5625925925925923
d57e18d5f73c7ccb7f7339b61166898d,0,0.0,-10.78,61,4.44,63,61,0.5599999999999996
57e632711dec9ec14ca7546769483e7e,0,0.0,-16.17,62,4.45,65,62,0.5499999999999998
8ae520247981aa06bc94abddf5f46d34,0,0.0,-15.71,65,4.45,65,65,0.5499999999999998
116ccb1a1604bc88e4d234a8c23f33de,2,2.73972602739726,-10.07,61,4.6,73,61,0.5369863013698634
ac3508719a1d8f5b7614b798f70af136,2,1.9801980198019802,-17.37,101,4.57,102,103,0.5290099009900987
725c32fa80c2faacc4fc88450d27314e,1,1.0752688172043012,-11.54,89,4.54,91,89,0.513763440860215
744dac408745240a2c2528fb1b6028f3,1,1.2048192771084338,-16.14,78,4.55,84,79,0.5102409638554218
d921b68bf747894be13a97ae52b0f386,1,1.2987012987012987,-15.35,77,4.56,77,77,0.5049350649350653
376a891762bbdecbc02b4b6adec3fdda,2,3.4482758620689653,-14.56,57,4.67,58,57,0.5024137931034484
289cdb325fb7e7f891c38608bf9e0962,2,1.6,-9.87,109,4.58,126,110,0.49999999999999994
12b9676b00f60f3b700e83af21824c0e,1,0.7518796992481203,-20.57,133,4.54,134,135,0.497593984962406
080199a181c46c657dc5aa235411be3b,1,1.2048192771084338,-8.93,79,4.61,82,79,0.4502409638554214
d9bd94811c3338dceb4181f3dbc0c73e,3,4.918032786885246,-7.85,54,4.82,61,54,0.425901639344262
e882b2a25a10b9c057cc49695f222c19,0,0.0,-18.3,57,4.59,58,57,0.41000000000000014
d566c37fa119d5e66c4e9052e83ee4ea,0,0.0,-9.76,65,4.72,71,65,0.28000000000000025
