seller_id,late_count,late_rate,avg_delay,total_orders
37be5a7c751166fbc5f8ccba4119e043,7,2.5179856115107913,-12.85,269
2a84855fd20af891be03bc5924d2b453,4,2.515723270440252,-11.8,155
709e16e2b25c7474d980076c6bfc4806,2,2.5,-12.56,60
516e7738bd8f735ac19a010ee5450d8d,2,2.4390243902439024,-17.87,74
b4ffb71f0cb1b1c3d63fad021ecf93e1,4,2.4390243902439024,-14.3,143
dbc22125167c298ef99da25668e1011f,10,2.3980815347721824,-13.17,394
0432ead42b6c8a0bdf68154add917fdf,2,2.2988505747126435,-12.77,82
bd23da7354813347129d751591d1a6e2,2,2.2988505747126435,-9.5,86
d98eec89afa3380e14463da2aabaea72,4,2.185792349726776,-17.99,168
85d9eb9ddc5d00ca9336a2219c97bb13,11,2.1484375,-15.03,499
8bb48dc19fccaa8613b6229bf7f452a2,2,2.1052631578947367,-12.79,82
9674754b5a0cb32b638cec001178f799,2,2.1052631578947367,-10.4,84
229c3efbfb0ea2058de4ccdfbc3d784a,3,2.0689655172413794,-11.67,118
ac3508719a1d8f5b7614b798f70af136,2,1.9801980198019802,-17.37,101
cab85505710c7cb9b720bceb52b01cee,4,1.9607843137254901,-15.07,201
5cf13accae3222c70a9cac40818ae839,3,1.935483870967742,-13.77,148
86ccac0b835037332a596a33b6949ee1,4,1.9230769230769231,-14.19,178
8a432f4e5b471f8da497d7dc517666e2,2,1.8867924528301887,-11.73,95
a5cba26a62b8b4d0145b68b841e62e7f,1,1.8518518518518516,-14.08,53
6c177e38df6d3f34182b1f1d427231bf,1,1.8518518518518516,-14.07,53
8c16d1f32a54d92897cc437244442e1b,2,1.694915254237288,-14.2,108
1b8356dabde1d35e17cef975c3f82730,1,1.6666666666666667,-13.62,55
289cdb325fb7e7f891c38608bf9e0962,2,1.6,-9.87,109
6c7d50c24b3ccd2fd83b44d8bb34e073,2,1.5873015873015872,-11.19,112
33a6f4b1e7cdc205511e76ba1b6e0186,2,1.5873015873015872,-12.98,105
609e1a9a6c2539919b8205cf7c4e6ff0,2,1.5384615384615385,-16.48,87
cb8bcce248bb1fb274ba762d8b971456,1,1.4925373134328357,-11.31,66
751bdc4d83a466c7206cd42e8f426b03,1,1.4705882352941175,-11.09,51
91f848e9f4be368f4318775aac733370,1,1.4285714285714286,-10.85,60
582d4f8675b945722eda7c0cb61ba4c7,1,1.4084507042253522,-13.34,59
e26901d5ab434ce92fd9b5c256820a4e,3,1.3953488372093024,-12.94,197
520b493b57809f446cb0a233bb3e25c7,1,1.36986301369863,-11.37,63
ce27a3cc3c8cc1ea79d11e561e9bebb6,2,1.3245033112582782,-12.75,122
c3cfdc648177fdbbbb35635a37472c53,4,1.3029315960912053,-15.63,278
d921b68bf747894be13a97ae52b0f386,1,1.2987012987012987,-15.35,77
9d5a9018aee56acb367ba9c3f05d1d6a,1,1.282051282051282,-13.5,66
6cd68b3ed6d59aaa9fece558ad360c0a,2,1.2738853503184715,-13.64,149
259f7b5e6e482c230e5bfaa670b6bb8f,2,1.2345679012345678,-13.05,136
744dac408745240a2c2528fb1b6028f3,1,1.2048192771084338,-16.14,78
080199a181c46c657dc5aa235411be3b,1,1.2048192771084338,-8.93,79
dfa0c4c6229ab200a4a1336b4d7128ff,1,1.1627906976744187,-14.76,77
0df3984f9dfb3d49ac6366acbd3bbb85,1,1.1363636363636365,-14.13,86
48162d548f5b1b11b9d29d1e01f75a61,1,1.1235955056179776,-12.19,66
725c32fa80c2faacc4fc88450d27314e,1,1.0752688172043012,-11.54,89
d12c926d74ceff0a90a21184466ce161,1,1.0309278350515463,-13.64,76
5c243662ce92d84573bfaff24c3e3700,1,1.0,-13.1,98
530ec6109d11eaaf87999465c6afee01,1,0.9900990099009901,-16.49,94
822166ed1e47908f7cfb49946d03c726,1,0.9259259259259258,-11.99,69
612170e34b97004b3ba37eae81836b4c,1,0.9090909090909091,-17.68,107
17ca9b9e9b9ef8fdb529001b49ebb50f,1,0.78125,-13.36,115
0ea22c1cfbdc755f86b9b54b39c16043,2,0.7547169811320755,-16.1,234
12b9676b00f60f3b700e83af21824c0e,1,0.7518796992481203,-20.57,133
ca3bd7cd9f149df75950150d010fe4a2,1,0.7407407407407408,-16.2,68
0bae85eb84b9fb3bd773911e89288d54,1,0.6896551724137931,-14.55,136
2b3e4a2a3ea8e01938cabda2a3e5cc79,0,0.0,-11.26,52
9616352088dcf83a7c06637f4ebf1c80,0,0.0,-14.65,91
b1a81260566c1bac3114a6d124413f27,0,0.0,-16.08,51
06e5eefc71ec47ae763c5c6f8db7064f,0,0.0,-16.16,90
b372ee768ed69e46ca8cdbd267aa7a38,0,0.0,-18.64,63
8ae520247981aa06bc94abddf5f46d34,0,0.0,-15.71,65
fc906263ca5083d09dce42fe02247800,0,0.0,-14.13,112
fa1a9dec3a9940c072684a46728bf1fc,0,0.0,-14.33,55
f3b80352b986ab4d1057a4b724be19d0,0,0.0,-12.26,86
cc63f0dd2acba93ffed4fe9f8e0321fa,0,0.0,-11.6,55
d57e18d5f73c7ccb7f7339b61166898d,0,0.0,-10.78,61
57e632711dec9ec14ca7546769483e7e,0,0.0,-16.17,62
e882b2a25a10b9c057cc49695f222c19,0,0.0,-18.3,57
3504c0cb71d7fa48d967e0e4c94d59d9,0,0.0,-10.04,53
d566c37fa119d5e66c4e9052e83ee4ea,0,0.0,-9.76,65
